350
40 396
3 14 79420
7 32 136450
23 19 80304
32 33 153969
38 24 213429
19 7 180182
31 13 96582
25 38 154824
27 2 144337
18 9 171969
3 12 127166
14 12 176792
1 34 142225
15 36 79339
19 4 63110
21 14 132339
30 23 187735
1 15 84269
26 29 158626
7 5 196340
24 20 88472
2 31 167729
11 29 140026
37 27 125327
5 15 114662
23 20 172896
11 6 63165
22 38 169677
3 39 116635
12 20 210049
14 30 82000
2 35 215454
33 27 235404
14 36 128622
34 17 128247
18 36 141025
23 36 120202
11 2 108096
14 6 68055
29 9 227898
15 30 111781
23 4 143414
1 9 210767
24 35 77444
36 10 60413
37 19 144404
39 1 201513
19 38 193535
8 18 69482
15 38 218485
26 31 149810
19 17 86632
3 32 24635
10 16 79997
13 10 125745
36 31 64099
34 37 41095
3 29 79596
24 23 84424
30 38 134594
13 39 109136
12 4 109615
13 38 140312
34 8 35708
1 18 195584
16 1 73219
34 10 121250
27 26 185214
6 21 114973
2 18 176863
39 31 127851
25 5 71601
17 31 69849
24 14 164400
7 4 144881
31 7 170461
35 33 171068
24 3 84980
18 21 164945
8 22 91273
16 14 98936
7 10 172296
38 34 144807
24 32 60345
32 26 154881
19 20 127683
3 18 130398
17 36 60777
11 31 59633
37 20 173899
2 25 186644
13 2 149014
10 22 91080
8 23 123403
17 23 140948
36 30 81576
13 11 40918
33 10 189815
15 10 90618
10 38 130689
39 9 116776
36 37 128404
4 20 100434
17 18 152668
15 8 96968
10 31 75378
1 28 106550
18 24 176803
22 17 85551
37 18 73439
2 4 194062
28 32 79310
17 11 129482
14 9 198899
22 36 79801
7 24 186972
2 12 160732
7 37 119469
9 22 164773
24 30 117354
10 25 24135
38 20 230878
22 14 110019
35 4 67741
25 22 66945
26 15 187860
39 37 74320
26 23 144657
3 37 79202
25 18 104747
2 17 234565
25 31 51243
21 37 126992
21 13 161808
37 35 120936
4 18 154733
12 5 211691
16 18 149914
8 20 168512
38 27 78807
33 9 219479
5 18 176348
37 25 115064
27 39 115964
10 28 91734
15 4 105414
23 2 104070
25 30 68720
27 1 185777
6 37 67837
14 4 105427
32 16 44151
36 3 49202
36 7 151194
34 33 152700
24 22 86592
22 4 4592
15 28 96851
24 29 121199
28 26 152539
11 23 124118
2 28 169028
38 23 129005
21 11 122320
8 7 114082
22 13 75594
38 36 178184
25 33 165680
23 6 173790
16 35 61250
5 30 116899
5 2 258245
7 18 183564
19 1 116755
24 10 96191
28 7 175729
32 5 59890
33 21 201602
13 26 59518
11 7 114797
16 6 37945
16 19 56619
4 32 50642
25 12 163028
32 11 99165
35 20 94360
20 11 169227
14 17 134372
25 27 135655
21 23 146687
29 8 139311
19 9 142610
21 19 98909
8 38 143468
31 1 87147
28 18 129699
35 13 138743
20 29 138115
30 21 128918
26 4 130520
26 12 144243
27 7 51817
24 26 166092
32 2 198355
29 22 110195
1 20 33706
27 14 75099
22 1 62136
28 20 140256
33 16 109818
15 32 54772
34 29 103603
3 23 155361
23 13 163606
37 14 128828
8 28 61647
3 28 103945
17 6 73381
19 13 134112
38 14 119590
36 29 85421
3 34 101504
9 38 191311
25 17 47921
8 5 158340
37 4 81294
11 27 120655
36 20 52694
23 16 136923
28 11 60932
11 14 124156
15 29 115626
19 12 172725
23 34 159111
29 32 60854
11 36 123732
34 25 137850
4 10 86488
15 7 191222
20 21 149170
12 33 168913
37 24 163294
11 24 159510
34 39 104641
9 20 235202
31 33 144231
18 15 165020
37 38 148855
7 3 161085
26 2 199703
39 4 142642
35 29 77953
10 21 36063
16 20 106925
17 32 36210
36 28 103877
7 1 211609
29 7 172987
9 8 103917
35 31 56631
12 32 151801
16 3 19516
17 39 86478
8 37 5387
9 23 62306
30 31 17477
16 17 74468
17 15 90982
24 27 135155
6 35 60163
29 1 171821
4 28 129952
26 36 130314
15 19 105194
34 22 80089
31 5 99422
17 5 96100
35 27 141043
19 39 119000
15 23 185498
10 18 128882
38 11 144183
39 8 68933
2 1 191145
6 31 3532
25 9 181321
20 39 167807
35 32 17099
35 11 116264
10 19 62846
28 6 122374
24 6 103409
34 4 75497
11 8 715
15 25 66483
8 19 148388
11 12 52636
9 11 103202
10 39 56154
12 18 121403
36 33 178536
32 21 71909
39 33 185925
26 25 166592
27 28 171213
19 26 193630
26 14 164865
1 26 111326
10 26 146341
21 39 92217
10 32 35846
38 17 161013
11 37 4672
19 22 67702
38 2 223144
9 28 164134
16 12 116106
39 6 131383
35 3 41734
22 18 159325
13 27 125696
19 27 128365
30 1 97560
23 31 170258
13 33 157195
4 21 122551
15 6 97836
1 17 147177
17 30 87326
26 35 171980
22 27 179178
3 8 73815
35 30 74108
33 24 185327
8 13 40203
32 34 126139
36 2 195272
31 15 94304
32 22 55234
37 5 163727
28 37 56260
5 24 120235
38 35 180812
20 15 117975
36 39 116567
28 30 136319
21 27 137680
8 24 158795
28 19 106310
25 23 119015
16 25 55862
13 28 101850
29 18 177312
27 23 61494
29 33 208930
31 16 34413
32 23 130726
33 22 107919
31 8 58918
36 32 24567
36 4 75209
22 31 45496
21 36 96476
14 29 159016
35 25 28810
37 30 81782
33 11 116277
31 19 89954
28 5 139200
29 21 132763
25 11 110392
39 15 146772
36 34 150706
26 30 138623
24 17 96555
24 9 146730
18 31 115501
38 18 201032
28 34 97355
33 8 116992
31 20 116793
29 4 105603
5 20 137151
1 6 83615
8 26 90892
11 18 68767
9 10 172930
6 3 18429
25 3 36346
10 23 110624
15 34 132676
7 34 78374
22 2 198654
1 23 148461
33 26 207884
20 14 181316
4 31 40904
8 6 62450
6 26 152568
3 15 79407
39 26 90187
31 37 64305
2 6 171261
9 15 199455
7 35 119351
34 14 100852
4 38 165085
16 11 92457
19 25 38711
36 19 74989
24 19 110767
27 10 159790
37 13 45590
34 20 141633
24 31 99877
23 37 128790
38 1 204264
31 12 112269
34 9 139625
26 17 176665
31 3 14897
38 21 166752
13 36 146211
36 6 67631
31 27 139622
5 3 84525
1 13 137730
12 22 114207
27 16 168095
3 10 60481
19 32 50422
2 20 157439
32 30 57009
19 11 149076
21 3 96544
38 28 205115
13 24 153002
22 3 30599
27 8 119940
4 11 85966
33 2 174135
27 6 143154
17 4 80959
35 8 115549
2 34 144519
35 14 121154
32 39 92000
5 36 84457
16 7 151372
16 22 11083
17 8 128767
8 4 86681
9 27 123800
28 17 115520
37 29 144698
10 17 72056
25 32 11711
28 21 127797
20 25 88972
9 6 166367
17 3 54952
3 26 156527
36 1 86400
20 26 77620
8 14 123441
15 33 208741
5 14 163945
6 33 147763
32 9 193032
9 12 50566
20 22 95842
22 35 72333
34 16 81988
39 23 54470
13 6 93050
18 19 143458
14 77
3 14 277354
9 13 253010
5 9 128138
3 7 216151
5 10 168064
14 11 279907
2 3 478688
3 12 271857
12 5 125504
9 4 73696
5 11 288502
9 3 233763
2 4 247181
13 7 296371
1 9 199675
7 12 55706
14 10 159469
10 7 98266
6 2 264759
2 12 206854
6 13 267232
14 2 201334
13 11 447262
13 3 486773
10 8 269727
7 9 180746
8 3 44690
5 7 69798
8 11 323985
10 1 280329
12 8 227167
8 9 189073
3 11 319452
7 4 107050
13 12 253013
7 1 182063
9 10 254378
10 2 195632
5 14 8595
6 5 237191
14 9 119543
3 5 285949
5 2 192739
8 4 262769
11 9 287128
14 6 228596
14 4 45847
4 10 205316
9 2 320877
11 7 341110
3 6 383544
8 1 10602
1 3 55292
7 6 167393
8 14 232664
12 6 223099
13 5 279679
13 1 452685
10 11 439376
3 4 307459
11 1 313383
4 5 54442
14 7 61203
8 5 241259
9 6 185251
12 10 153972
7 2 262537
8 2 433998
6 1 349456
11 2 481241
1 4 273371
7 8 171461
2 13 393737
4 13 316931
12 9 236452
8 13 442083
13 10 198105
46 880
1 29 123481
41 17 135778
41 40 101077
39 26 79032
23 17 97631
40 45 128263
28 18 35912
27 39 95790
13 14 74039
4 11 149766
44 37 123422
11 30 155719
41 2 48615
38 31 81482
40 32 142832
41 6 55175
43 33 124316
46 32 101889
46 5 32274
6 37 126420
35 3 93660
30 33 189271
33 14 131510
11 33 149365
5 12 135005
19 25 214667
40 14 81392
23 14 114270
18 44 163274
12 33 163135
20 28 136302
1 28 113290
14 4 25783
41 11 159083
5 17 136661
27 6 86357
17 18 13461
9 28 51507
24 17 106835
1 41 37979
45 9 143775
45 5 128039
19 46 30629
32 30 174586
39 35 141035
27 10 116995
18 37 77994
12 29 110337
39 10 165601
43 8 49027
37 39 143473
5 25 195658
13 46 87662
43 30 126751
16 15 190871
30 29 243014
13 41 67721
31 27 176860
22 4 104468
45 33 40507
24 19 140480
8 17 148335
27 29 129934
12 2 188318
15 29 179664
25 4 205890
36 35 137075
41 20 60991
7 11 122359
16 31 185580
11 42 93558
44 23 171502
45 46 137863
40 12 123355
14 45 124240
15 32 147328
40 30 129554
2 5 87514
32 39 159872
13 37 138966
4 43 14648
1 24 141205
9 15 144309
9 22 119986
9 42 117184
2 14 68863
26 18 145600
3 37 48027
3 12 159658
8 3 163142
31 25 286819
6 19 37081
4 46 39406
35 45 75342
7 41 78408
7 46 44537
7 12 89639
46 14 13623
11 20 164183
6 21 92215
12 19 155810
15 33 111817
16 42 178138
23 40 148530
19 2 85869
39 30 208870
13 18 205510
24 46 109851
22 40 102335
10 8 110509
45 3 149642
33 46 117887
19 16 127808
12 32 146905
12 16 147296
9 14 137943
7 16 150988
13 26 66613
40 38 97992
23 42 140857
13 45 167676
26 30 130460
25 46 194865
43 19 23425
20 3 180263
3 23 193187
32 28 105254
38 27 127954
19 15 76068
9 30 179345
14 25 208488
33 22 61963
36 46 54023
42 38 81965
12 21 148868
42 6 152817
39 38 97320
18 6 159594
43 28 113211
28 2 146667
23 15 167982
23 2 183133
37 28 69980
17 2 169118
36 22 144252
41 35 116878
31 40 146898
35 29 175179
8 23 137892
41 24 143722
42 46 163476
28 5 114210
22 29 183655
35 6 131602
31 42 130871
7 6 93087
25 35 202303
23 13 188309
17 27 118401
9 3 169514
2 13 116336
15 24 177186
15 6 93989
30 16 168236
42 15 158479
19 41 37254
38 22 72197
33 3 116150
10 24 168953
22 32 128831
24 38 100672
32 43 47835
31 28 65194
3 40 168867
12 46 134176
16 29 140993
11 31 37313
25 2 275233
34 4 52885
38 17 38739
8 25 223079
14 8 23622
32 1 91145
5 30 141685
29 45 207444
1 42 153710
17 42 88128
44 14 57232
20 18 172214
44 22 135917
44 28 130604
10 13 175375
42 28 65677
33 21 78444
35 4 122458
28 36 159238
36 34 72059
23 35 170787
24 14 123474
5 26 11225
9 8 161565
9 1 145781
27 42 135887
5 24 142125
18 43 117177
15 26 66488
8 19 25602
46 20 54366
21 27 111052
32 36 138981
10 9 136076
37 26 98919
4 10 106156
4 12 164587
3 34 181474
36 9 178343
43 27 91861
10 11 112450
3 31 183201
9 38 67795
45 2 69797
10 26 124513
43 20 66322
21 22 130794
7 9 79783
40 35 75207
38 13 185886
16 18 145299
37 7 149653
43 21 45872
44 36 107947
39 31 146226
9 2 180992
2 16 188374
36 45 174955
7 18 130390
40 24 157734
31 18 101106
26 40 88818
43 9 164718
44 4 31449
29 43 146181
23 43 154701
38 8 145950
38 30 144126
10 41 110713
24 30 212222
35 33 34835
32 20 114157
18 34 173425
30 27 159516
35 2 133848
28 15 92802
42 18 101589
25 26 206883
31 36 168670
13 22 152724
8 29 129372
1 7 75891
10 44 120033
44 35 124107
3 13 186993
22 12 110130
32 11 133135
8 26 16196
5 19 20805
13 25 206862
3 11 145888
34 38 153801
25 41 226618
1 23 132001
2 36 134430
10 1 134818
13 4 84970
1 25 196578
40 16 38682
9 13 200249
11 18 63793
31 45 157462
34 6 41419
32 26 80840
39 14 71606
29 34 147704
31 19 178302
24 39 51868
42 24 150061
13 36 104144
30 8 146482
36 3 205087
35 22 27128
18 1 149202
15 31 102234
19 36 67721
20 19 42897
13 20 33296
21 42 64528
34 13 34507
36 24 163874
37 30 197818
14 6 34927
35 5 115326
40 8 105014
44 46 70855
8 2 92485
44 20 83123
5 20 22092
8 21 68799
45 39 173300
11 36 131357
45 12 133919
26 9 145369
28 19 133175
11 13 197479
39 1 89337
46 43 54054
32 9 156761
29 21 192053
3 26 146946
37 11 97861
43 11 141092
34 35 129705
14 1 17731
26 7 65586
18 25 257537
40 19 89126
12 26 146230
21 5 90102
4 7 83943
7 44 115392
3 38 101719
28 3 118007
20 4 51674
37 27 90878
26 16 127500
12 9 9856
39 40 125752
13 27 125469
36 1 47836
12 23 33529
2 44 100792
31 30 193032
41 14 20248
28 35 95607
42 39 146709
8 46 37245
29 19 122756
32 34 115368
3 16 207549
12 38 57939
20 25 173566
46 41 33871
35 46 83052
10 22 98878
39 2 140469
36 8 74337
30 22 196317
28 6 130486
4 31 187079
29 31 180370
22 17 46028
6 26 27501
19 37 108499
18 46 166649
11 5 142091
27 2 120293
6 13 73504
22 11 96360
5 38 130498
25 29 286992
45 23 167448
23 6 149197
15 40 152189
26 19 9580
1 44 60111
23 18 111092
34 1 24223
7 19 75166
2 33 99013
14 11 138835
41 26 27674
37 17 64533
38 19 120348
5 15 77713
46 29 92127
41 18 149239
8 22 102307
13 40 155431
9 18 87419
27 34 93384
10 38 100857
32 19 71260
40 33 110042
6 12 153121
27 4 77213
35 42 90642
34 37 133447
35 38 99325
15 34 101016
35 9 147114
39 25 252848
16 25 205844
46 16 106451
42 40 139456
7 8 81782
46 21 99926
15 2 142777
34 44 84334
34 46 55577
41 27 71678
25 12 263276
6 33 161295
44 5 61031
14 7 58160
36 23 154670
4 8 34379
16 6 155001
23 11 103061
33 16 148724
21 17 84766
36 17 181689
4 29 131533
33 34 164540
31 44 195798
30 36 188601
24 6 158401
12 24 42733
39 23 42664
16 14 120074
35 32 111316
15 13 133101
40 11 109585
26 34 34528
36 42 201546
45 15 152324
20 10 142079
41 39 91854
43 15 99493
22 42 117770
40 20 122135
28 41 141225
4 6 45858
36 14 65567
32 7 146426
10 40 120564
13 8 82809
7 24 65314
2 46 82486
13 16 194113
11 12 69532
8 42 129401
26 4 18357
6 36 65032
10 17 107020
30 23 203018
8 12 162426
19 10 114933
29 9 100481
32 17 82803
22 26 86111
17 1 135741
23 7 56110
1 12 135925
7 42 160155
22 31 133673
43 44 46097
13 29 179789
26 42 143405
18 30 163750
7 17 116929
38 7 108301
4 21 60520
3 7 197680
16 41 139759
21 25 253918
20 36 70848
19 11 140989
39 6 106533
8 20 49513
35 1 114406
21 41 106551
39 20 112349
35 19 113681
5 9 144861
28 12 41651
1 22 96416
15 21 145365
33 37 68123
16 38 136674
19 45 107234
10 31 149763
44 3 171449
33 13 199047
34 10 140868
34 7 100114
39 44 128838
11 9 79388
2 30 181446
31 14 176148
23 19 131276
26 21 78877
44 26 49806
42 12 107328
40 9 124857
37 36 157060
26 23 121696
19 44 40226
38 44 143020
24 35 179991
8 5 27421
13 30 197073
19 27 68436
10 21 45636
9 24 32877
18 5 150122
4 2 80580
23 24 9204
44 41 52177
3 41 119272
24 11 112265
43 14 40431
41 9 158191
36 21 137018
28 33 121484
5 29 124401
21 19 69297
19 3 156526
23 16 113767
45 38 108556
3 46 153143
41 12 168047
39 22 149511
27 1 69161
43 3 161503
30 44 80654
26 46 21049
30 34 164988
9 31 116701
26 45 116814
43 37 131924
37 35 45633
3 25 138287
17 9 73958
25 40 167162
1 30 140765
43 41 60679
31 34 202707
33 9 172991
6 32 90252
43 34 67533
14 19 17006
27 22 72373
28 14 131021
10 36 182654
3 29 225644
30 42 171248
15 7 132074
5 3 158171
25 36 244414
38 14 137354
46 31 189771
44 33 156948
30 20 163777
37 14 91493
21 44 91969
29 39 34144
10 30 152356
17 4 145286
9 20 166953
32 16 181514
14 20 40743
24 28 84384
21 40 140869
4 5 29582
42 2 80990
26 35 104101
20 17 158753
24 29 86012
34 28 137513
37 22 18505
17 28 22451
7 2 127023
45 44 127732
9 4 158124
8 34 50724
39 36 112006
23 27 138454
46 27 37807
42 29 180853
37 8 115115
16 10 159246
23 31 140374
21 18 71305
23 29 76808
16 21 179551
46 37 105116
27 11 139547
35 30 204761
6 5 18116
13 39 145645
3 17 112560
20 2 109606
17 15 115253
30 7 196046
7 28 94478
21 34 113405
23 32 171903
21 35 113279
4 28 127859
39 15 145520
11 17 50332
15 1 76793
13 17 192049
8 28 139791
37 12 111631
4 45 98457
20 24 164217
32 29 194016
40 17 104155
43 25 220538
12 39 76193
20 22 119428
34 41 62202
12 15 134453
38 32 121542
40 29 159896
22 14 93537
16 43 133679
24 37 154364
39 34 113560
21 28 107217
2 31 211861
5 7 76811
4 32 62483
26 43 33005
1 43 43310
45 41 118412
1 31 178484
26 28 123595
40 46 67769
5 10 135738
24 4 149257
12 34 158308
40 27 29962
11 21 135098
46 9 124320
33 19 147741
2 11 174548
18 12 77563
27 5 70081
31 43 178405
29 38 131464
1 33 149241
30 15 196948
41 22 89750
4 40 80349
15 27 122227
35 8 120297
14 5 18651
7 27 82344
39 4 97389
3 1 157251
33 5 150161
39 43 112037
20 45 134380
25 24 294727
18 3 126021
34 20 1211
24 18 120296
22 18 59489
16 36 160474
11 45 120149
16 4 119031
10 2 62098
7 45 182400
32 31 170448
18 4 131825
16 11 148267
32 25 251955
16 8 143696
5 32 92065
5 22 97336
18 14 153026
39 5 90257
19 30 120880
7 35 127589
27 8 75052
16 44 87582
15 3 148812
46 38 150977
3 2 167887
44 40 48900
18 38 52200
14 17 139565
18 35 86617
45 22 102470
33 18 121452
35 27 45245
22 43 119116
17 31 87645
30 21 172623
36 27 91830
32 27 113015
43 12 154862
29 10 199745
41 30 132831
1 6 17196
40 2 149692
20 33 165751
18 40 117616
29 41 125998
28 13 169598
8 18 136178
42 13 194267
13 32 147453
36 26 58141
38 41 124937
20 15 99805
5 37 110144
20 21 112194
16 28 120386
13 1 56308
8 41 43870
15 25 273371
29 17 137627
25 9 261850
32 10 43673
25 22 204819
14 12 147799
15 22 104110
9 6 162977
4 38 111571
26 20 33317
4 33 138964
21 1 89182
28 10 84569
20 6 40208
12 13 190393
4 23 140053
19 34 44108
21 13 145490
45 16 166945
39 33 175870
37 45 108630
4 15 84845
28 23 75180
10 3 153065
9 37 121487
38 26 129928
36 12 183761
36 7 98560
21 7 144463
38 43 96923
4 37 117276
15 35 76982
33 29 210014
11 29 143057
18 32 69342
5 1 920
15 36 66436
27 14 51430
20 27 92173
42 25 265035
22 24 152863
46 28 139015
25 30 93787
25 6 213774
38 21 123505
45 28 92268
20 38 152590
38 33 121815
38 25 237913
31 26 168722
2 22 138365
26 11 131409
5 13 55388
44 15 116294
11 15 64921
2 18 175113
28 27 111666
43 7 98591
7 29 47590
5 41 38899
24 3 202391
12 10 126220
4 42 125048
40 28 81704
34 22 120639
17 43 130638
20 7 98903
31 6 195680
2 37 119860
24 44 180706
30 14 137886
38 36 175526
19 17 141719
45 10 7699
42 14 149853
12 20 157097
30 45 160055
43 35 137106
2 26 76289
30 46 151509
23 9 23673
42 10 18892
32 14 88266
14 3 139520
37 31 135174
27 24 147658
21 31 172411
43 45 83809
35 11 123488
44 13 116419
34 16 162028
22 7 151697
13 7 132199
45 24 176652
2 29 174613
14 21 86303
7 10 179047
17 12 64102
18 36 195150
38 11 44169
4 1 28662
5 31 179404
3 27 138905
8 39 95228
38 37 53692
33 36 171910
46 15 87537
27 33 80080
8 31 184918
23 37 145160
6 22 113612
34 45 133169
1 8 26501
34 24 165428
14 26 7426
10 25 246143
18 45 105316
7 31 159672
46 1 31354
23 25 285523
46 6 48550
11 25 249506
9 16 137440
10 18 113015
8 15 82684
6 10 133925
45 32 35974
42 37 123930
41 32 108514
1 19 19885
22 23 143659
11 6 158367
20 23 155013
32 33 76481
12 35 137258
21 37 146567
14 10 130961
46 11 152458
25 17 244076
16 37 159522
9 39 66337
44 9 173757
18 19 140602
28 25 221625
34 2 110817
40 5 100043
2 38 162855
27 26 58856
17 45 114719
33 23 196664
23 34 156224
37 32 144604
29 37 177617
3 39 191500
3 32 113668
20 1 23012
14 29 105750
7 39 13446
19 134
17 14 217506
12 18 123488
1 3 153524
7 8 106488
3 14 367258
8 12 9592
16 14 67449
15 10 140695
1 9 122235
1 10 89986
19 5 121014
3 11 216470
16 7 101817
6 4 204897
19 4 221396
8 6 205822
2 19 280340
8 1 138359
5 16 207111
17 18 128193
18 13 178143
8 5 1194
15 19 74490
6 1 70305
10 9 82521
2 10 248162
2 18 291212
18 19 66243
5 2 252374
15 2 205850
9 17 126007
16 10 136260
6 19 131269
12 17 176815
13 16 229696
7 5 105294
9 14 91499
13 9 175957
7 9 116964
18 14 219013
1 15 90641
7 13 127879
19 13 244386
12 19 112616
17 7 77929
10 5 124931
18 4 155153
14 4 229373
11 18 57667
4 17 113932
14 7 169266
8 10 126125
2 1 287876
2 9 165641
16 1 172166
18 16 166887
4 1 160432
9 5 160012
2 16 142494
13 5 192143
10 4 70446
5 4 169153
3 6 223829
6 10 134451
11 1 62946
11 16 109220
17 16 179746
11 5 97891
3 5 290689
2 17 291648
13 4 22990
2 11 251714
5 15 46524
14 15 275518
2 8 253568
12 13 200541
16 9 158948
8 11 99085
2 13 341598
14 5 251511
17 6 177937
19 17 194436
9 18 127514
12 9 168410
17 15 184181
5 6 207016
7 15 106252
4 2 318608
13 14 252363
8 4 170347
18 3 158803
3 15 244165
3 2 441400
17 10 43486
14 10 174020
19 14 274698
8 18 133080
4 15 211141
16 6 210878
9 4 152967
18 7 65070
15 11 113655
5 18 131886
7 4 104889
7 6 140654
11 17 70526
12 16 204181
2 7 244311
18 15 85362
18 1 5279
11 7 7403
10 13 93436
8 3 291883
11 6 133251
11 13 120476
1 12 128767
4 11 97486
6 9 51930
3 12 282291
11 10 27040
7 10 34443
16 4 206706
18 10 84707
14 11 176669
15 12 38126
8 19 122208
7 19 131313
19 3 214488
17 5 168417
6 14 143429
13 3 336946
8 9 158818
1 13 183422
8 15 47718
48 1000
1 14 25444
40 32 113634
17 33 172668
4 46 127642
18 46 124235
16 44 76693
14 37 71740
28 15 36743
34 19 161003
29 9 132494
10 31 163107
43 22 117759
6 42 104067
45 27 181597
8 12 119049
24 9 161819
44 6 67319
4 32 32881
22 25 126393
5 19 102474
19 7 73737
7 47 103473
23 29 113229
17 47 202985
12 42 127006
22 35 97320
41 45 233887
31 44 130393
30 40 117083
19 13 46368
23 31 138772
16 43 106949
23 9 19265
36 13 89156
8 29 168673
31 22 171666
2 21 98791
18 16 52566
40 3 105855
1 24 91217
20 14 33018
30 43 102978
12 30 122206
38 25 101978
43 45 103538
18 17 207624
25 2 99650
25 23 39712
43 48 99582
19 27 140354
27 34 183517
11 4 47958
19 14 120623
43 6 109334
2 36 9085
18 30 139876
21 30 100201
17 2 182389
46 15 146618
25 3 149203
17 22 170038
46 44 62117
1 42 139170
22 34 155110
39 44 108385
43 35 40713
43 10 41028
20 25 80459
40 8 159977
47 22 39010
28 6 17347
42 23 94546
21 31 186973
20 35 120453
4 37 19887
33 27 137682
13 40 67685
35 25 50351
5 46 143800
15 35 114276
39 40 144454
8 21 103645
10 3 82614
31 18 125642
47 30 177691
20 33 156112
34 37 193719
35 48 65529
25 47 163547
13 16 78473
30 2 118560
1 34 146651
33 41 214134
35 47 136330
24 26 62452
28 39 106806
28 36 71357
21 23 48201
6 31 165411
42 32 117625
3 6 26079
30 17 184992
2 22 137280
38 9 81531
35 42 83907
26 2 89253
32 13 138418
40 17 165698
34 43 143111
38 21 90193
8 34 216405
10 29 138902
40 21 110984
1 28 52450
33 30 104920
15 11 66191
38 17 188636
1 2 73018
32 7 109288
23 1 51368
39 29 128597
33 40 150831
48 34 150189
24 14 65758
4 22 162737
31 33 145402
39 14 99118
15 36 34614
20 5 74024
12 22 150265
32 30 160775
8 33 63212
20 16 52051
44 35 29775
30 10 61950
